news_ID,hyperlink,content,name
863,https://news.mingpao.com/ins/%e5%85%a9%e5%b2%b8/article/20191212/s00004/1576158561892/%e4%b8%8a%e6%b5%b7%e6%b5%81%e6%b5%aa%e7%8b%97%e7%8d%b2%e6%95%91%e5%8f%97%e8%a8%93-%e9%80%9a%e9%81%8e%e8%80%83%e6%a0%b8%e8%ae%8a%e8%ba%ab%e6%b5%b7%e9%97%9c%e5%b7%a5%e4%bd%9c%e7%8a%ac,(22:13) prevnext上海一隻史賓格流浪狗（Springer Spaniel）被海關訓犬員「拾回」訓練基地後 ### 省略內文 ### 但尼克受訓約3個月已通過考核成工作犬。（上海青年報/新華社）其他報道：台灣遠東航空長期虧損難籌資金明日起停航其他報道：【台灣大選】大選倒數1個月國台辦劉結一撰文：須團結台胞反對「台獨」,[]
864,https://udn.com/news/story/6656/3933378,一直在關注著的藝術節團隊 ### 省略內文 ### 原文刊於鹿就是這樣變成馬的）,[]
865,https://www.bnext.com.tw/article/56081/people-with-sensitivity-to-motion-and-flashing-imagery,許多人可能不熟悉有關光敏感性癲癇的注意事項不 ### 省略內文 ### 不要傳播會引發癲癇發作的動畫和圖片。本文授權轉載自：愛范兒#Twitter #光敏性癲癇#apng分享每日精選科技圈重要消息,[]
866,https://www.mirrormedia.mg/story/20191228edi003/,2019.12.28 04:02【第3場政見會】韓國瑜端牛肉「自提3%退休金」周玉蔻傻眼直呼「天哪」文｜黃雅琪攝影｜賴智揚韓國瑜端牛肉提「自提退休金3%」 ### 省略內文 ### 資方比較爽」「倒扣三趴哈哈哈」。更新時間｜2019.12.28 04:02,[]
867,https://udn.com/news/story/7332/3907379,台北市長柯文哲3日抵達上海後的第一個行程 ### 省略內文 ### 全天候不間斷作業。特派記者林則宏／攝影,[]
868,https://m.ctee.com.tw/livenews/gj/chinatimes/20191125003697-260408,一艘載著1萬4千6百頭綿羊 ### 省略內文 ### 那麼就應該禁止。」,[]
869,https://www.businesstoday.com.tw/article/category/80392/post/201910170007/,勞動部是否曾經思考過 ### 省略內文 ### 目前並擔任臺北律師公會勞動法委員會主委。 ,[]
870,https://news.tvbs.com.tw/politics/1231314,對國民黨總統參選人韓國瑜在臉書上質疑 ### 省略內文 ### 請韓市長向所有國稅局同仁道歉。（中央社）<BR> ～開啟小鈴鐺新聞搶先看～TVBS新聞YouTube頻道改版囉！快點我按讚訂閱更新時間：2019/11/08 18:27,[]
871,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191104/s00001/1572836727056/%e3%80%90%e5%a4%aa%e5%8f%a4%e5%9f%8e%e6%96%ac%e4%ba%ba%e3%80%91%e8%ad%a6%e6%9d%b1%e9%99%a23%e7%97%85%e6%88%bf%e5%a4%96%e9%a7%90%e5%ae%88-%e5%82%b7%e8%80%852%e5%8d%b1%e6%ae%862%e5%9a%b4%e9%87%8d,(11:20) prevnext一名操普通話的灰衣男子 ### 省略內文 ### 記者始獲放行。相關報道：記協主席：被捕記者未獲釋批警針對記者「相當虛偽」【112港島‧灣仔銅鑼灣】背部重創急救員為樹仁一年級生中學母校︰傷者情況穩定【7區行街】17人受傷2男危殆留醫東院防暴警闖廣明苑催淚彈科大生墮樓命危校長史維到醫院探望浸大生太古城採訪被捕錢大康：非常關注情況生理鹽水被指汽油彈材料大狀批評大規模濫捕示威拘捕人數倍增檢控率17%警多區商場舉槍首入太古城中心拘人,[]
872,https://news.cnyes.com/news/id/4362740,0台股台股盤勢【華冠投顧】弱中透強多頭沒變心「蘋概&非蘋」都有強股華冠投顧※來源：華冠投顧2019/07/29 19:06facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0◆盤勢分析<BR>上週五根據盤面數據推估 ### 省略內文 ### 嚴設停利停損。<BR>,[]
873,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=233&h2330=%A4%57%AE%FC%B0%D3%BB%C8&h2331=5876&h2332=20191030&h2333=190102&h2334=%A4%6C%A4%BD%A5%71%AD%BB%B4%E4%A4%57%AE%FC%B0%D3%B7%7E%BB%C8%A6%E6%B8%B3%A8%C6%B7%7C%B3%71%B9%4C%AB%FC%AC%A3%B7%73%A5%F4%B8%B3%A8%C6&h2335=5&pgname=t05st02,上海商銀公司當日重大訊息之詳細內容本資料由(上市公司)上海商銀公司提供<BR>序號5發言日期108/10/30發言時間19:01:02發言人林志宏發言人職稱資深副總經理發言人電話02-25817111主旨子公司香港上海商業銀行董事會通過指派新任董事符合條款第6款事實發生日108/10/301.發生變動日期:108/10/302.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事或自然人監察人）:自然人董事及獨立董事3.舊任者職稱、姓名及簡歷:不適用4.新任者職稱、姓名及簡歷:非執行董事/江沛文/富國銀行亞太區助理總顧問獨立非執行董事/馬志文/上海銀行(香港)董事兼行政總裁5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任6.異動原因:新任7.新任者選任時持股數:無8.原任期（例xx/xx/xx ~ xx/xx/xx）:不適用9.新任生效日期:108/10/3010.同任期董事變動比率:不適用11.同任期獨立董事變動比率:不適用12.同任期監察人變動比率:不適用13.屬三分之一以上董事發生變動（請輸入是或否）:不適用14.其他應敘明事項:無 ### 省略內文 ### 上海商銀公司當日重大訊息之詳細內容本資料由(上市公司)上海商銀公司提供<BR>序號5發言日期108/10/30發言時間19:01:02發言人林志宏發言人職稱資深副總經理發言人電話02-25817111主旨子公司香港上海商業銀行董事會通過指派新任董事符合條款第6款事實發生日108/10/301.發生變動日期:108/10/302.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事或自然人監察人）:自然人董事及獨立董事3.舊任者職稱、姓名及簡歷:不適用4.新任者職稱、姓名及簡歷:非執行董事/江沛文/富國銀行亞太區助理總顧問獨立非執行董事/馬志文/上海銀行(香港)董事兼行政總裁5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任6.異動原因:新任7.新任者選任時持股數:無8.原任期（例xx/xx/xx ~ xx/xx/xx）:不適用9.新任生效日期:108/10/3010.同任期董事變動比率:不適用11.同任期獨立董事變動比率:不適用12.同任期監察人變動比率:不適用13.屬三分之一以上董事發生變動（請輸入是或否）:不適用14.其他應敘明事項:無,[]
874,https://news.cnyes.com/news/id/4371831,0台股台股盤勢【華冠投顧】中美貿易戰持續發威!全球股市綠油油!華冠投顧※來源：華冠投顧2019/08/26 16:37facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0相關個股喬山1736台積電2330旺宏2337網龍3083安勤3479健策3653漢磊3707東隆興4401智伸科4551傳奇4994祥碩5269凱崴5498宏齊6168系微6231同欣電6271精測6510◆台股重挫- 183點後續如何看待?<BR>武傑關注個股: 4994傳奇、4401東隆興、2337旺宏、6168宏齊、3707漢磊<BR>台股盤勢分析:以守代攻<BR>中美貿易戰升溫下 ### 省略內文 ### 嚴設停利停損。<BR>,[]
875,https://udn.com/news/story/7251/3992633,BDI（波羅的海運價指數）漲勢再起 ### 省略內文 ### 對全球鐵礦砂運輸帶來正面影響。,[]
876,https://m.ctee.com.tw/livenews/gj/chinatimes/20191118003982-260408,英國國際防務及軍用警備展18日首次移師日本舉行 ### 省略內文 ### 另有100間海外企業。,[]
877,https://m.ctee.com.tw/livenews/lm/chinatimes/20191002001263-260409,10月1日 ### 省略內文 ### 共同觀賞第30屆澳門國際煙花比賽。,[]
878,https://news.cnyes.com/news/id/4358220,國際股歐亞股華為證實在美刪減千名員工、今後三年將在義大利投資31億美元鉅亨網編譯陳達誠2019/07/16 11:20facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0華為證實在美刪減千名員工、今後三年將在義大利投資31億美元。(圖片：AFP)Tag華為Huawei5G義大利貿易戰中興通訊路透報導 ### 省略內文 ### 聲稱他們的產品將構成資安風險。而這兩家公司則是堅決否認了美國方面的指控。,[]
879,https://www.chinatimes.com/realtimenews/20191113002807-260402,北市立建國中學日前發現 ### 省略內文 ### 北檢今不起訴周男。 (中時),[]
880,http://technews.tw/2019/09/03/uber-ceo-talk-about-anthony-levandowski/,Google前工程師Anthony Levandowski涉嫌盜竊商業機密一案還在繼續發酵 ### 省略內文 ### 時時更新科技新報粉絲團訂閱免費電子報,[]
881,https://news.mingpao.com/ins/%e5%9c%8b%e9%9a%9b/article/20191006/s00005/1570333356228/%e7%b4%90%e7%b4%84%e5%94%90%e4%ba%ba%e8%a1%97%e9%9c%b2%e5%ae%bf%e8%80%85%e9%81%87%e8%a5%b24%e6%ad%bb1%e5%91%bd%e5%8d%b1-%e8%ad%a6%e6%8b%9824%e6%ad%b2%e7%94%b7%e5%ad%90,"(12:53) prevnext美國紐約警方稱 ### 省略內文 ### 另有近4,000人露宿街頭、地鐵或其他公共場所。露宿者主要因心理、濫藥、就業、找不到負擔得起的住所等問題而居無定所。（法新社）其他報道：微軟揭伊朗黑客攻擊首針對美明年大選其他報道：巴黎警總殺人案疑涉恐怖主義",[]
882,https://m.ctee.com.tw/livenews/lm/chinatimes/20191127001626-260409,26日 ### 省略內文 ### 決定將雪豹帶回鄉上進行治療。,[]
883,https://news.ltn.com.tw/news/society/breakingnews/3003794,12/09今彩539頭獎開3注800萬獎分別落台北、新北！雙贏彩、威力彩、38樂合彩開獎號碼。（圖取自台彩官網）<BR>今（9）日晚間開獎的第108000294期今彩539 ### 省略內文 ### 請見台灣彩券網站<BR>今彩539、39樂合彩、3星彩、4星彩開獎號碼。（圖取自台彩官網）,[]
884,http://news.ltn.com.tw/news/society/breakingnews/2902783,48歲羅姓男子今天傍晚酒後跟老父親討錢時 ### 省略內文 ### 目前朝傷害罪嫌偵辦。<BR>☆飲酒過量有害健康禁止酒駕☆<BR>不用抽不用搶現在用APP看新聞保證天天中獎點我下載APP按我看活動辦法,[]
885,https://news.cnyes.com/news/id/4361059,0台股台股盤勢【華冠投顧】《臻鼎、致新》收錢閃人「萬一」關前湧賣壓OTC指數瑕疵待化解華冠投顧※來源：華冠投顧2019/07/23 17:25facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0相關個股華通2313國巨2327台積電2330建準2421立隆電2472華新科2492奇鋐3017禾伸堂3026欣興3037光環3234華星光4979凱美5317聯茂6213台虹8039致新8081賴昇楷分析師<BR>＜大盤分析＞<BR>美股上漲、亞股反彈 ### 省略內文 ### 嚴設停利停損。,[]
886,https://m.ctee.com.tw/livenews/gj/ctee/a98628002019100109450486,WeWork母公司The We Company 30日（周一）決定取消首度公開上市（IPO） ### 省略內文 ### 此類商業模式前景也跟著黯淡。,[]
887,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=70&h700=%A4%B8%A4%6A%AA%F7&h701=2885&h702=20191023&h703=154431&h704=%A4%B8%A4%6A%AA%F7%B1%B1%A5%4E%A4%6C%A4%BD%A5%71%A4%B8%A4%6A%B4%C1%B3%66%28%AD%BB%B4%E4%29%A4%BD%A7%69%B7%7C%AD%70%A5%44%BA%DE%B7%73%A5%F4%AE%D7&h705=2&pgname=t05st02,元大金公司當日重大訊息之詳細內容本資料由(上市公司)元大金公司提供<BR>序號2發言日期108/10/23發言時間15:44:31發言人翁健發言人職稱總經理發言人電話02-27811999主旨元大金控代子公司元大期貨(香港)公告會計主管新任案符合條款第8款事實發生日108/10/231.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、行銷長及策略長等)、財務主管、會計主管、公司治理主管、研發主管、內部稽核主管或訴訟及非訟代理人）:會計主管2.發生變動日期:108/10/233.舊任者姓名、級職及簡歷:無4.新任者姓名、級職及簡歷:李裕華先生5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新任」或「解任」）:新任6.異動原因:新任7.生效日期:108/11/18.其他應敘明事項:無 ### 省略內文 ### 元大金公司當日重大訊息之詳細內容本資料由(上市公司)元大金公司提供<BR>序號2發言日期108/10/23發言時間15:44:31發言人翁健發言人職稱總經理發言人電話02-27811999主旨元大金控代子公司元大期貨(香港)公告會計主管新任案符合條款第8款事實發生日108/10/231.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、行銷長及策略長等)、財務主管、會計主管、公司治理主管、研發主管、內部稽核主管或訴訟及非訟代理人）:會計主管2.發生變動日期:108/10/233.舊任者姓名、級職及簡歷:無4.新任者姓名、級職及簡歷:李裕華先生5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新任」或「解任」）:新任6.異動原因:新任7.生效日期:108/11/18.其他應敘明事項:無,[]
888,https://news.cnyes.com/news/id/4367927,0理財基金【中信投信】阿根廷初選爆冷門新興債ETF分散布局免驚中信投信※來源：中信投信2019/08/16 12:01facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0阿根廷總統初選結果爆冷門 ### 省略內文 ### 於獲配息時須一併注意基金淨值之變動。<BR>,[]
889,https://news.cnyes.com/news/id/4363500,0台股台股盤勢【倫元投顧】中期籌碼出現鬆動倫元投顧※來源：倫元投顧2019/07/31 17:55facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0相關個股聯發科2454群聯8299◆盤勢分析<BR>台股繼昨(週二)日大跌之後 ### 省略內文 ### 本公司不負盈虧責任,[]
890,https://www.chinatimes.com/newspapers/20190925000337-260204,中美貿易戰衝擊石化景氣 ### 省略內文 ### 惟將在大陸市場穩定後再行推動。,[]
891,https://www.chinatimes.com/realtimenews/20191210000997-260402,台電為如期在明年完成彰化外海的示範風場 ### 省略內文 ### 應不至於構成國安威脅。延伸閱讀(中時電子報),[]
892,https://udn.com/news/story/7332/4193546,100多位在印度達蘭薩拉出席第14屆西藏宗教領袖會議的資深宗教領袖昨天通過一項特別決議 ### 省略內文 ### 他的轉世繼承也成為西藏跨宗派討論的重要議題。,[]
893,https://www.hk01.com/社會新聞/395975/直播-多區悼念墮樓離世科大生周梓樂-中環-觀塘快閃遊行,11月4日凌晨在將軍澳停車場墮樓的科大學生周梓樂 ### 省略內文 ### 並開攝錄機拍下過程。,[]
894,https://udn.com/news/story/7238/4129919,台中火力電廠3座放流水口都超標 ### 省略內文 ### 只有勒令停工才能改善秋冬空汙。圖／台中市環保局提供,[]
895,http://finance.technews.tw/2019/07/10/slow-pain-withered-foreign-media-analysis-how-htc-died/,2013年 ### 省略內文 ### 時時更新科技新報粉絲團訂閱免費電子報,[]
896,https://m.ctee.com.tw/livenews/aj/ctee/a03602002019110518465436,（三圓建設董事長王光祥長子王雅麟 ### 省略內文 ### 曾任台北市不動產開發公會理事、台北市建築世代會會長。,[]
897,https://hk.on.cc/hk/bkn/cnt/cnnews/20190921/bkn-20190921000041783-0921_00952_001.html,上海一名男子周二（17日）乘搭地鐵時 ### 省略內文 ### 更禁止員工討論及傳播有關事實。,[]
898,https://news.tvbs.com.tw/politics/1247477,中國對台打壓加劇 ### 省略內文 ### 基金會將持續推動支持人權、言論自由、資訊自由流通的工作。（中央社）<BR>更新時間：2019/12/12 09:30,[]
899,https://udn.com/news/story/7332/3777321,廣東省廣州市中級人民法院25日對台籍崔培明等22人涉台跨境團夥電信網絡詐騙案二審公開宣判 ### 省略內文 ### 在亞美尼亞首都埃里溫對大陸境內公民實施詐騙。,['崔培明']
900,https://www.cw.com.tw/article/article.action?id=5096402,2013年 ### 省略內文 ### 拿下世界知名手機廠訂單（責任編輯：黃韵庭）,[]
901,https://www.chinatimes.com/newspapers/20191125000276-260205,11月23日早晨 ### 省略內文 ### 讓社會更加幸福和諧。,[]
902,https://udn.com/news/story/7239/4040761,五大系統性重要銀行爭取調降不動產放款提列備抵呆帳比率 ### 省略內文 ### 銀行覆蓋率也不錯。,[]
903,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191120/s00001/1574207507701/%e3%80%90%e4%ba%a4%e9%80%9a%e6%b6%88%e6%81%af-%e6%b8%af%e9%90%b5%e3%80%91%e5%b0%87%e8%bb%8d%e6%be%b3%e7%b7%9a%e8%a7%80%e5%a1%98%e7%b7%9a%e6%9c%8d%e5%8b%99%e9%99%b8%e7%ba%8c%e5%9b%9e%e5%be%a9%e6%ad%a3%e5%b8%b8,(11:17) prevnext 【11:17】將軍澳線及觀塘線服務陸續回復正常。 【10:41】一列將軍澳線往北角方向列車 ### 省略內文 ### 並改以三聖為終點站。614及614P線往元朗／兆康方向由市中心改經屯門、河田、屯門醫院往元朗方向及兆康站。其他輕鐵路線維持不變。751線不經翠湖及友愛站。所有輕鐵路線維持11至25分鐘一班。其他交通消息︰【交通消息．巴士渡輪．不斷更新】,[]
904,https://www.businesstoday.com.tw/article/category/80392/post/201910300033/,20191030編按：法國精品路易威登母公司LVMH ### 省略內文 ### 「其最大的優勢就是它能讓你雇用最棒的人才。」 3. LVMH集團 ,[]
905,http://technews.tw/2019/09/12/google-play-pass-the-alternative-to-googles-apple-arcade-for-android-devices/,11日的秋季發表會 ### 省略內文 ### 時時更新科技新報粉絲團訂閱免費電子報,[]
906,https://www.bnext.com.tw/article/54636/youtube-is-fined-170-million-because-it-violated-the-coppa,YouTube因未進行頻道分級及蒐集未成年觀片數據進行販售廣告行為 ### 省略內文 ### 而對其母公司ByteDance開罰570億美元。責任編輯：蕭閔云資料來源：The Verg、Techcrunch、YouTube,[]
907,https://www.mirrormedia.mg/story/20190717mkt001/,2019.07.17 03:01【投資夯情報】秒懂ETN幫你把小錢變大台股新金融商品ETN上路 ### 省略內文 ### 外資和陸資也都不能買賣。更新時間｜2019.07.17 03:01,[]
908,https://news.cnyes.com/news/id/4361068,0台股台股盤勢【倫元投顧】11000點投資人心理障礙倫元投顧※來源：倫元投顧2019/07/23 17:44facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0◆盤勢分析<BR>台股「萬一」魔咒再度發揮 ### 省略內文 ### 本公司不負盈虧責任,[]
909,https://news.cnyes.com/news/id/4372091,國際股國際政經越南恐成亞洲首位禁用華為5G設備國家電信商：考慮愛立信鉅亨網編譯陳宜伶2019/08/27 08:24facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0越南恐成亞洲首位禁用華為5G設備國家(圖片:AFP)相關個股奎爾通訊US-QCOMTag華為越南5G高速網路電信商美國愛立信諾基亞高通據《彭博社》報導 ### 省略內文 ### 僅有馬來西亞、菲律賓和泰國等不排斥使用華為5G設備。<BR>本篇文章不開放合作夥伴轉載,[]
910,https://news.tvbs.com.tw/politics/1172801,0719高雄水災 ### 省略內文 ### 這都是展望未來及讓台灣進一步提升競爭力。（中央社）<BR>更新時間：2019/07/26 12:30,[]
911,https://www.chinatimes.com/newspapers/20191020000246-260202,一、工商企業◎愛爾達科技財務主管、會計主管曾瑩瑰卸任 ### 省略內文 ### 職缺由陳添富新任。二、金融機構◎德信綜合證券總經理廖鴻輝辭職。,[]
912,https://news.cnyes.com/news/id/4367424,0台股台股新聞盤前財經大事搶先讀2019年8月15日鉅亨網新聞中心2019/08/15 07:59facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0盤前財經大事搶先讀2019年8月15日相關個股華南金2880新日興3376大豐電6184今日操盤前瞻台灣7月銀行人民幣業務概況<BR>美國7月零售銷售<BR>法說會：新纖、中航、精材、大豐電<BR>除權息：華南金、晶技、新日興、友輝、祥碩、鈺邦、晶采等<BR>〈利率倒掛〉莫慌！葉倫：這回殖利率曲線倒掛可能不是經濟衰退信號前Fed主席葉倫(Janet Yellen)表示 ### 省略內文 ### 之後在於2%左右盤旋。在此之後是橫盤？或是將會呈現V字形反彈？閱讀全文...<BR>,[]
913,https://udn.com/news/story/7321/3744162,銷售泰山八寶粥聞名的台灣欽泰國際驚爆詐貸案。泰山集團第三代成員詹舜淇 ### 省略內文 ### 方俐婷出面是代表欽泰向銀行貸款的代理人。,"['詹舜淇', '詹雅琳', '詹信夫', '方俐婷']"
914,https://m.ctee.com.tw/livenews/ch/chinatimes/20190917002540-260405,18歲田姓學生從10歲起常有心悸、胸悶、呼吸困難等不適感 ### 省略內文 ### 日後也無需再服用藥物。,[]
915,https://m.ctee.com.tw/livenews/aj/chinatimes/20191128005244-260410,11月27日晚 ### 省略內文 ### 未來期待與有關方面就此進行協商。,[]
916,https://www.mirrormedia.mg/story/20191119fin004/,2019.11.19 21:58【王文洋專訪3】落腳上海浦東21年王文洋宏仁金雞母首度曝光文｜李孟璇攝影｜董孟航吳貞慧全文朗讀00:00 / 00:00成立20多年 ### 省略內文 ### 明年會比今年好。」更新時間｜2019.11.19 16:11,[]
917,https://news.cnyes.com/news/id/4369358,0台股台股盤勢【華冠投顧】資金流入5G衛星網通階段華冠投顧※來源：華冠投顧2019/08/20 17:05facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0相關個股同欣電6271統新6426指數還是偏震盪 ### 省略內文 ### 祝明日操作順利。<BR>作者:華冠投顧謝宗霖分析師<BR>華冠證券投資顧問股份有限公司(104)證管投顧新字第009號本資料僅供參考投資時應審慎評估,[]
918,https://news.cnyes.com/news/id/4357632,0理財基金【第一金投信】貿易戰沒完沒了法人：下半年布局「軟、硬」兼施第一金投信※來源：第一金投信2019/07/15 11:16facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0相關個股第一金2892在停擺兩個月後 ### 省略內文 ### 不得為誇大不實之報導。,[]
919,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191113/s00001/1573612739521/%e3%80%901113%e4%b8%89%e7%bd%b7-%e5%a4%a7%e5%ad%b8%e3%80%91%e7%a4%ba%e5%a8%81%e8%80%85%e4%b8%ad%e5%a4%a7%e7%b7%b4%e7%bf%92%e6%93%b2%e6%a8%bd-%e8%bf%91%e5%b4%87%e5%9f%ba%e9%96%80%e7%af%89%e3%80%8c%e5%9f%8e%e7%89%86%e3%80%8d,(23:24) prevnext中大校園昨（12日）發生激烈衝突 ### 省略內文 ### 以及破壞港鐵車廂的玻璃窗。相關報道：中大生控校內暴動等罪4人准保釋1人留院下午再訊警入校園執法中大學生會長今申臨時禁制令警催淚彈射中大學生汽油彈頑抗攻防戰數十人傷校方與警協議後退暫平息學者籲罷課一周大律師倡院校申禁制令阻警非法進入學生一度器材庫取走弓箭警攻入校內運動場射彈拘多人有人疑頭中彈倒地路堵阻延救護車,[]
920,https://www.chinatimes.com/newspapers/20191012000355-260210,全球人壽創悅營業處區經理黃建霖：每當談到長期照護概念 ### 省略內文 ### 投資型保單適合對基金投資有初步概念、願意承擔投資風險的保戶。,[]
921,http://news.ltn.com.tw/news/society/breakingnews/2891772,24歲陳姓男子開車行經新北市三重區重新路 ### 省略內文 ### 將他起訴。<BR>老翁被撞上擋風玻璃後彈飛身亡。（資料照）<BR>不用抽不用搶現在用APP看新聞保證天天中獎點我下載APP按我看活動辦法,[]
922,https://www.chinatimes.com/realtimenews/20190923001914-260402,71歲愛狗婦人陳喜紅因無力飼養207隻犬貓 ### 省略內文 ### 法官諭知候核辦。 (中時),[]
923,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191018/s00001/1571362326888/%e9%82%b1%e9%a8%b0%e8%8f%af-%e9%a6%99%e6%b8%af%e7%b6%93%e8%b2%bf%e6%94%bf%e7%ad%96%e9%9d%9e%e6%9c%9d%e5%90%91%e6%9f%90%e4%b8%80%e5%9c%b0%e6%96%b9-%e6%af%8b%e9%a0%88%e4%bb%b0%e4%ba%ba%e9%bc%bb%e6%81%af,(09:37) prevnext美國眾議院通過《香港人權與民主法案》 ### 省略內文 ### 強調港府重視人權和自由。相關報道：美眾院通過港人權法港府表遺憾佩洛西：港民主夢未被恫嚇扼殺外交部稱必反制,[]
924,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=154&h1540=%A6%58%B6%D4%B1%B1&h1541=3704&h1542=20190910&h1543=162625&h1544=%A5%4E%A4%6C%A4%BD%A5%71%A6%58%B6%D4%AC%EC%A7%DE%28%AA%D1%29%A4%BD%A5%71%A4%BD%A7%69%B7%73%A5%F4%AC%E3%B5%6F%A5%44%BA%DE&h1545=1&pgname=t05st02,合勤控公司當日重大訊息之詳細內容本資料由(上市公司)合勤控公司提供<BR>序號1發言日期108/09/10發言時間16:26:25發言人羅偉發言人職稱財務管理總處資深副總發言人電話03-5788838#81818主旨代子公司合勤科技(股)公司公告新任研發主管符合條款第8款事實發生日108/09/101.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、行銷長及策略長等)、財務主管、會計主管、公司治理主管、研發主管、內部稽核主管或訴訟及非訟代理人）:研發主管2.發生變動日期:108/09/103.舊任者姓名、級職及簡歷:不適用。4.新任者姓名、級職及簡歷:吳俊賢、寬頻軟體研發中心協理。莊文沂、寬頻先進技術硬體研發中心經理。5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新任」或「解任」）:新任。6.異動原因:為提升管理效應組織架構調整。7.生效日期:108/09/108.其他應敘明事項:無。 ### 省略內文 ### 合勤控公司當日重大訊息之詳細內容本資料由(上市公司)合勤控公司提供<BR>序號1發言日期108/09/10發言時間16:26:25發言人羅偉發言人職稱財務管理總處資深副總發言人電話03-5788838#81818主旨代子公司合勤科技(股)公司公告新任研發主管符合條款第8款事實發生日108/09/101.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、行銷長及策略長等)、財務主管、會計主管、公司治理主管、研發主管、內部稽核主管或訴訟及非訟代理人）:研發主管2.發生變動日期:108/09/103.舊任者姓名、級職及簡歷:不適用。4.新任者姓名、級職及簡歷:吳俊賢、寬頻軟體研發中心協理。莊文沂、寬頻先進技術硬體研發中心經理。5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新任」或「解任」）:新任。6.異動原因:為提升管理效應組織架構調整。7.生效日期:108/09/108.其他應敘明事項:無。,[]
925,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191207/s00001/1575684008663/%e9%84%a7%e7%82%b3%e5%bc%b7%e5%a4%a9%e5%ae%89%e9%96%80%e5%bb%a3%e5%a0%b4%e7%9c%8b%e5%8d%87%e6%97%97%e5%84%80%e5%bc%8f,(09:56) prevnext正在北京作禮節性拜訪的警務處長鄧炳強 ### 省略內文 ### 將繼續支持香港警隊嚴正執法。相關報道：鄧炳強赴京禮節拜訪公安部長：永遠是警隊後盾,[]
926,https://www.chinatimes.com/newspapers/20190417000630-260107?chdtv,42歲男子王志中 ### 省略內文 ### 其餘員工5萬元交保。,['王志中']
927,https://sina.com.hk/news/article/20190927/1/27/2/%E7%89%B9%E6%9C%97%E6%99%AE%E9%9B%BB%E8%A9%B1%E9%96%80%E6%AA%A2%E8%88%89%E4%BF%A1%E8%A2%AB%E5%85%AC%E4%BD%88-%E7%99%BD%E5%AE%AE%E8%A2%AB%E6%8C%87%E5%B0%81%E9%8E%96%E5%85%A7%E5%AE%B9-10663496.html,原標題：特朗普“電話門”檢舉信被公佈新華社華盛頓9月26日電（記者孫丁鄧仙來）美國國會眾議院情報委員會26日公佈一封舉報總統特朗普涉嫌尋求外國勢力調查政敵的匿名檢舉信。在有關這封檢舉信的消息被報導後 ### 省略內文 ### 今年4月宣佈競選下屆美國總統。（參與記者：劉陽）,[]
928,https://www.hk01.com/社會新聞/392822/萬聖節-直播-示威者衝出德輔道中-中環站外遭縱火,今日（31日）是萬聖節前夕 ### 省略內文 ### 屆時即不能繼續戴蒙面物品。,[]
